110,81,273.07,284.28,85.72,44.01,0.89,10,-1
111,81,271.99,275.53,85.25,43.75,0.88,10,-1
112,82,234.02,264.47,75.22,79.80,0.86,8,-1
112,81,275.72,259.34,84.24,43.23,0.82,10,-1
113,82,234.70,252.28,78.88,84.08,0.88,8,-1
113,81,279.01,244.97,86.80,44.67,0.89,10,-1
114,82,236.90,237.52,85.48,91.89,0.87,8,-1
114,81,282.25,230.23,89.25,46.23,0.83,10,-1
115,82,247.20,209.42,95.71,104.41,0.87,8,-1
115,81,290.64,199.96,98.59,52.14,0.67,10,-1
116,82,258.84,188.31,100.22,111.46,0.85,8,-1
116,81,299.19,176.35,104.17,56.66,0.65,10,-1
118,82,303.40,133.91,106.03,121.50,0.83,8,-1
119,82,341.28,98.13,102.71,120.78,0.88,8,-1
120,82,384.05,67.46,92.20,110.01,0.88,8,-1
121,82,408.44,49.93,82.38,99.92,0.87,8,-1
122,82,431.23,33.72,69.98,86.24,0.73,8,-1
147,84,338.06,0.57,46.98,43.54,0.84,11,-1
148,84,332.49,0.42,39.87,36.17,0.76,11,-1
149,84,334.80,0.47,33.17,28.62,0.71,11,-1
