114,100,217.21,429.58,40.43,46.27,0.44,9,-1
136,102,336.40,159.48,32.80,36.11,0.26,9,-1
145,102,335.67,151.69,34.85,37.95,0.41,9,-1
146,102,336.79,151.14,34.49,37.25,0.40,9,-1
147,102,336.24,149.37,35.05,37.76,0.31,9,-1
148,102,335.78,148.37,35.46,38.21,0.26,9,-1
149,102,335.79,148.46,35.17,37.78,0.28,9,-1
161,104,249.95,150.38,128.78,68.72,0.34,2,-1
162,104,227.47,156.36,130.44,70.20,0.29,2,-1
163,104,249.53,163.99,94.81,51.98,0.47,2,-1
233,105,349.46,168.70,21.70,23.50,0.72,0,-1
234,105,338.66,167.54,32.02,34.85,0.73,0,-1
235,105,328.42,172.12,37.26,40.62,0.83,0,-1
236,105,323.41,181.40,34.98,37.90,0.83,0,-1
237,105,314.85,194.68,31.27,33.16,0.82,0,-1
238,105,309.46,205.59,27.43,28.07,0.84,0,-1
239,105,297.91,214.92,33.14,33.49,0.85,0,-1
240,105,289.28,220.40,37.37,37.56,0.86,0,-1
241,105,283.18,224.67,40.16,40.24,0.86,0,-1
242,105,275.88,228.68,42.67,43.10,0.87,0,-1
243,105,272.34,231.00,43.75,44.98,0.85,0,-1
244,105,270.79,232.39,43.04,45.09,0.86,0,-1
245,105,273.17,231.89,39.53,42.05,0.81,0,-1
246,105,250.28,228.52,55.27,59.60,0.25,0,-1
246,106,280.95,227.42,23.69,22.39,0.81,0,-1
247,105,249.66,226.66,55.87,60.22,0.64,0,-1
247,106,277.08,224.39,32.63,30.77,0.57,0,-1
247,107,291.96,225.99,17.77,24.13,0.72,0,-1
248,105,256.77,223.83,52.66,54.76,0.75,0,-1
248,106,280.55,220.75,36.66,34.52,0.61,0,-1
248,107,297.13,221.12,18.45,24.87,0.72,0,-1
249,106,280.43,218.52,40.96,38.57,0.61,0,-1
249,107,304.09,210.90,21.33,28.44,0.76,0,-1
250,107,309.04,204.54,22.78,30.37,0.76,0,-1
251,106,277.87,202.73,50.11,44.28,0.87,0,-1
252,106,282.00,197.19,50.70,42.97,0.84,0,-1
253,106,287.14,191.60,50.53,40.62,0.86,0,-1
254,106,289.34,188.99,51.92,39.45,0.88,0,-1
255,106,288.69,190.55,54.17,38.98,0.86,0,-1
256,106,285.84,198.62,56.26,38.52,0.86,0,-1
257,106,278.86,211.12,60.29,39.88,0.84,0,-1
258,106,271.41,219.46,67.13,43.57,0.83,0,-1
259,106,262.55,229.04,77.40,51.13,0.57,0,-1
260,106,262.19,234.18,76.24,51.65,0.70,0,-1
260,108,310.52,236.80,20.69,22.40,0.77,0,-1
261,106,260.17,241.30,74.81,52.46,0.28,0,-1
261,108,307.11,243.93,19.79,21.42,0.83,0,-1
262,106,257.98,247.72,73.35,53.55,0.24,0,-1
262,108,302.69,250.67,20.29,21.95,0.82,0,-1
263,106,258.81,251.43,70.95,54.80,0.27,0,-1
263,108,300.03,253.97,19.75,21.36,0.80,0,-1
264,108,297.06,256.39,18.79,20.25,0.84,0,-1
265,108,295.03,257.38,18.83,20.25,0.82,0,-1
265,106,254.52,253.93,67.15,54.61,0.20,0,-1
266,106,253.21,257.31,67.45,55.02,0.20,0,-1
267,108,289.51,259.88,18.52,19.77,0.83,0,-1
268,108,287.17,261.56,18.84,20.01,0.84,0,-1
269,108,284.56,264.48,18.79,19.77,0.82,0,-1
270,108,283.06,266.31,18.90,19.72,0.80,0,-1
271,108,280.49,266.80,20.28,21.07,0.75,0,-1
272,108,277.34,268.48,20.59,21.39,0.79,0,-1
273,108,275.09,270.26,19.81,20.57,0.78,0,-1
274,108,273.81,271.14,19.42,20.13,0.79,0,-1
275,108,272.54,271.06,19.36,20.03,0.80,0,-1
276,108,270.98,271.32,18.93,19.53,0.81,0,-1
277,108,269.71,270.61,19.22,19.87,0.81,0,-1
278,108,269.24,270.22,19.48,20.16,0.81,0,-1
279,108,269.56,269.74,19.86,20.66,0.80,0,-1
280,108,270.61,270.34,19.10,19.73,0.79,0,-1
281,108,271.71,269.17,19.43,19.94,0.81,0,-1
282,108,273.99,266.66,20.05,20.56,0.81,0,-1
283,108,276.53,263.28,20.86,21.54,0.82,0,-1
284,108,280.65,257.05,21.93,22.78,0.82,0,-1
285,108,280.59,248.58,28.60,29.83,0.51,0,-1
286,108,278.61,241.89,35.02,35.70,0.20,0,-1
286,111,294.97,238.78,22.67,24.61,0.78,0,-1
286,112,248.53,239.05,71.51,67.88,0.39,0,-1
287,112,248.53,239.05,71.51,67.88,0.39,0,-1
288,108,273.08,221.96,57.56,51.31,0.83,0,-1
289,108,273.36,208.41,70.85,59.49,0.87,0,-1
290,108,274.50,193.19,84.42,66.87,0.89,0,-1
291,108,274.21,181.69,96.56,73.64,0.90,0,-1
292,108,273.82,173.15,106.46,79.38,0.92,0,-1
293,108,274.82,166.82,112.42,82.86,0.88,0,-1
294,108,275.43,162.95,117.52,85.56,0.86,0,-1
295,108,275.45,161.57,119.24,85.57,0.86,0,-1
296,108,270.35,164.02,113.33,82.62,0.79,0,-1
297,108,266.37,165.53,107.73,80.60,0.81,0,-1
298,108,265.44,166.78,100.45,77.80,0.81,0,-1
299,108,266.66,167.72,94.85,75.96,0.78,0,-1
300,108,267.96,167.87,90.90,75.24,0.78,0,-1
301,108,271.18,165.85,89.92,76.17,0.76,0,-1
302,108,279.41,159.05,97.56,81.30,0.80,0,-1
303,108,282.61,157.73,100.99,82.64,0.87,0,-1
